ledger_id,vin,month_date,customer_id,model_id,principal_amount,interest_amount,year_model,collateral
16536,JN6BE6CS0S9124565,2026-02-01,,701,548038.01,1692.07,2025,FLOTILLA 
16537,JN6BE6CS9S9124550,2026-02-01,,701,548038.01,1692.07,2025,FLOTILLA 
16538,JN6BE6CS9S9124564,2026-02-01,,701,548038.00,1561.91,2025,FLOTILLA 
16539,1N6ED1EK9TN610963,2026-02-01,,663,902372.76,4286.27,2026,NUEVO 
16540,MDHBD0FA0TG000363,2026-02-01,,677,352728.80,2345.65,2026,NUEVO 
16541,MDHBD0FA2SG022007,2026-02-01,,677,392658.32,341.40,2025,NUEVO 
16542,MDHBD0FA8SG025669,2026-02-01,,677,392658.32,305.37,2025,NUEVO 
16543,MDHBD0FA0SG025682,2026-02-01,,677,352728.80,1522.39,2025,NUEVO 
16544,JN1BE6DS3S9124449,2026-02-01,,701,696393.88,1506.30,2025,NUEVO 
16545,JN1BE6DS4S9124394,2026-02-01,,701,696393.88,3307.87,2025,NUEVO 
16546,JN1BE6DS0S9124330,2026-02-01,,701,696393.88,3307.87,2025,NUEVO 
16547,MDHBD0FA0TG002842,2026-02-01,,677,352728.80,2345.65,2026,NUEVO 
16548,MDHBD0FA3TG003726,2026-02-01,,677,352728.80,2345.65,2026,NUEVO 
16549,MDHBD0FA6TG003073,2026-02-01,,677,352728.80,2345.65,2026,NUEVO 
16550,3N8AP6HE5TL354272,2026-02-01,,672,506464.76,3367.99,2026,NUEVO 
16551,3N8AP6HE9TL352931,2026-02-01,,672,506464.76,1586.61,2026,NUEVO 
16552,3N8AP6HEXTL356101,2026-02-01,,672,538755.68,2149.24,2026,NUEVO 
16553,3N8AP6HE7TL353138,2026-02-01,,672,538755.68,3582.73,2026,NUEVO 
16554,3N6AD35A6TK807757,2026-02-01,,682,438905.20,1355.12,2026,NUEVO 
16555,3N1CK3CE7SL227159,2026-02-01,,678,285561.32,1898.98,2025,NUEVO 
16556,3N6AD31A9TK812277,2026-02-01,,682,439774.04,2924.50,2026,NUEVO 
16557,3N6AD33B7TK812543,2026-02-01,,663,689636.88,4586.09,2026,NUEVO 
16558,3N6AD33B5TK812962,2026-02-01,,663,689636.88,731.69,2026,NUEVO 
16559,3N6AD33A8TK814423,2026-02-01,,663,564188.68,3751.85,2026,NUEVO 
16560,3N6AD33A5TK814377,2026-02-01,,663,439774.04,313.34,2026,NUEVO 
16561,3N6AD33A5TK814802,2026-02-01,,663,564188.68,3751.85,2026,NUEVO 
16562,3N6AD33A2TK812229,2026-02-01,,663,439774.04,522.23,2026,NUEVO 
16563,3N8AP6HE9TL363427,2026-02-01,,672,538755.68,3582.73,2026,FLOTILLA 
16564,3N6AD33A4TK812037,2026-02-01,,663,582836.84,1699.30,2026,NUEVO 
16565,3N1CK3CEXSL228046,2026-02-01,,678,310620.80,221.32,2025,NUEVO 
16566,3N8AP6HEXTL363534,2026-02-01,,672,506464.76,2285.42,2026,NUEVO 
16567,3N6AD33A6TK813917,2026-02-01,,663,582836.84,1384.24,2026,NUEVO 
16568,3N6AD33A7TK813019,2026-02-01,,663,439774.04,2924.50,2026,NUEVO 
16569,3N6AD33A3TK814183,2026-02-01,,663,439774.04,313.34,2026,NUEVO 
16570,3N6AD33AXTK812155,2026-02-01,,663,439774.04,313.34,2026,NUEVO 
16571,3N6AD33A9TK814057,2026-02-01,,663,582836.84,3875.87,2026,NUEVO 
16572,MDHBD0FA6TG000478,2026-02-01,,677,352728.80,2345.65,2026,NUEVO 
16573,MDHBD0FA5TG000441,2026-02-01,,677,352728.80,2345.65,2026,NUEVO 
16574,MDHBD0FA0TG000184,2026-02-01,,677,352728.80,2345.65,2026,NUEVO 
16575,MDHBD0FA6TG000660,2026-02-01,,677,352728.80,2345.65,2026,NUEVO 
16576,MDHBD0FA3TG001359,2026-02-01,,677,366119.84,1594.88,2026,NUEVO 
16577,3KPA24BC5LE323632,2026-02-01,,693,138600.00,757.10,2020,SEMINUEVOS 
16578,MDHBD0FA8SG016518,2026-02-01,,677,392658.32,83.79,2025,NUEVO 
16579,3N8AP6HE4TL355896,2026-02-01,,672,538755.68,2076.01,2026,FLOTILLA 
16580,3N6AD35A0TK814218,2026-02-01,,682,438905.20,1790.73,2026,FLOTILLA 
16581,RN86708420260105,2026-02-01,,691,4587.56,7.77,2026,REFACC 
16582,RN86704920260105,2026-02-01,,691,6000.61,10.16,2026,REFACC 
16583,RN86705020260105,2026-02-01,,691,8614.60,14.59,2026,REFACC 
16584,RN86705120260105,2026-02-01,,691,11652.48,19.73,2026,REFACC 
16585,RN86705220260105,2026-02-01,,691,83870.48,142.02,2026,REFACC 
16586,MA6CC5FDXMT009448,2026-02-01,,654,147200.00,934.23,2021,SEMINUEVOS 
16587,3KPA24BC7LE326368,2026-02-01,,693,139200.00,851.90,2020,SEMINUEVOS 
16588,LZWLLNGL3NB000455,2026-02-01,,655,208400.00,1322.65,2022,SEMINUEVOS 
16589,RN86778420260106,2026-02-01,,691,10711.86,15.12,2026,REFACC 
16590,RN86776920260106,2026-02-01,,691,824.34,1.16,2026,REFACC 
16591,RN86777020260106,2026-02-01,,691,81863.43,115.52,2026,REFACC 
16592,RN86802420260106,2026-02-01,,691,6075.71,8.57,2026,REFACC 
16593,3N1CN8AE8SK634999,2026-02-01,,704,329447.61,224.02,2025,FLOTILLA 
16594,3N1AB8AE4SY269640,2026-02-01,,694,286400.00,1817.69,2025,SEMINUEVOS 
16595,3N1AB8AE7SY274346,2026-02-01,,694,314400.00,1842.82,2025,SEMINUEVOS 
16596,3N8CP5HE4RL590357,2026-02-01,,672,277500.00,1761.20,2024,SEMINUEVOS 
16597,3N1CN8AE3SL899159,2026-02-01,,704,361666.61,402.08,2025,NUEVO 
16598,3N1CN8AEXSL904566,2026-02-01,,704,329447.60,198.67,2025,NUEVO 
16599,3N1CN8AE1SL898947,2026-02-01,,704,361666.60,85.90,2025,NUEVO 
16600,RN86873420260107,2026-02-01,,691,8118.21,9.16,2026,REFACC 
16601,RN86873720260107,2026-02-01,,691,379.91,0.43,2026,REFACC 
16602,RN86873820260107,2026-02-01,,691,47560.06,53.69,2026,REFACC 
16603,RN86901920260107,2026-02-01,,691,69931.30,78.94,2026,REFACC 
16604,RN86990720260108,2026-02-01,,691,5298.07,4.49,2026,REFACC 
16605,RN86990120260108,2026-02-01,,691,2538.34,2.15,2026,REFACC 
16606,RN86989920260108,2026-02-01,,691,4255.67,3.60,2026,REFACC 
16607,RN86990020260108,2026-02-01,,691,38395.74,32.51,2026,REFACC 
16608,3N1CK3CE1SL220725,2026-02-01,,678,265870.32,301.32,2025,FLOTILLA 
16609,3N1CK3CE3SL220922,2026-02-01,,678,265870.32,301.32,2025,FLOTILLA 
16610,3N1CK3CE0SL221283,2026-02-01,,678,265870.33,482.11,2025,FLOTILLA 
16611,3N6AD31A2TK815733,2026-02-01,,682,439774.05,277.65,2026,NUEVO 
16612,3N1CN8AE2SK639535,2026-02-01,,704,379399.53,1261.50,2025,NUEVO 
16613,3N1CN8AE2SL905274,2026-02-01,,704,346452.04,329.13,2025,NUEVO 
16614,3N1CN8AE2SK639129,2026-02-01,,704,379399.52,360.43,2025,NUEVO 
16615,3N1CN7AE3SK417614,2026-02-01,,702,275746.56,327.45,2025,NUEVO 
16616,3N1CN8AE8SL904761,2026-02-01,,704,361666.60,85.90,2025,NUEVO 
16617,3N1CN8AE2SL899119,2026-02-01,,704,361666.60,343.58,2025,NUEVO 
16618,RN87077620260109,2026-02-01,,691,4501.98,2.54,2026,REFACC 
16619,RN87025420260109,2026-02-01,,691,2876.37,1.62,2026,REFACC 
16620,RN87025520260109,2026-02-01,,691,12617.13,7.12,2026,REFACC 
16621,RN87025620260109,2026-02-01,,691,3129.70,1.77,2026,REFACC 
16622,RN87025720260109,2026-02-01,,691,43005.17,24.27,2026,REFACC 
16623,RN87076320260109,2026-02-01,,691,554.47,0.31,2026,REFACC 
16624,RN87076420260109,2026-02-01,,691,195396.15,110.29,2026,REFACC 
16625,RN87117320260109,2026-02-01,,691,37672.25,21.26,2026,REFACC 
16626,RN87078020260109,2026-02-01,,691,314.27,0.18,2026,REFACC 
16627,RN87026020260109,2026-02-01,,691,14269.30,8.05,2026,REFACC 
16628,RN87077720260109,2026-02-01,,691,6460.93,3.65,2026,REFACC 
16629,RN87077820260109,2026-02-01,,691,217492.87,122.76,2026,REFACC 
16630,RN87120720260109,2026-02-01,,691,42276.65,23.86,2026,REFACC 
16631,9BD2657R1P9238517,2026-02-01,,689,185100.00,1174.77,2023,SEMINUEVOS 
16632,JS2FH81S8P6300853,2026-02-01,,669,181000.00,656.43,2023,SEMINUEVOS 
16633,3N1CK3CE1SL227156,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16634,3N1CK3CE7SL227145,2026-02-01,,678,265870.33,843.70,2025,FLOTILLA 
16635,3N1CK3CE3SL227062,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16636,3N1CK3CE3SL227546,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16637,3N1CK3CE1SL227447,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16638,3N1CK3CE2SL227537,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16639,3N1CK3CE1SL227464,2026-02-01,,678,265870.33,843.70,2025,FLOTILLA 
16640,3N1CK3CEXSL227477,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16641,3N1CK3CE7SL227551,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16642,3N1CK3CE6SL227444,2026-02-01,,678,265870.33,843.70,2025,FLOTILLA 
16643,3N1CK3CE7SL227419,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16644,3N1CK3CE3SL227515,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16645,3N1CK3CEXSL227382,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16646,3N1CK3CE3SL227479,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16647,3N1CK3CE4SL227409,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16648,3N1CK3CE9SL227308,2026-02-01,,678,265870.33,1024.49,2025,FLOTILLA 
16649,3N1CK3CE4SL227328,2026-02-01,,678,265870.33,773.83,2025,FLOTILLA 
16650,3N1CK3CE2SL227182,2026-02-01,,678,265870.33,773.83,2025,FLOTILLA 
16651,JN8CT3MTXTW012141,2026-02-01,,706,771255.11,1398.54,2026,NUEVO 
16652,3N1CK3CE0SL220831,2026-02-01,,678,265870.32,542.38,2025,FLOTILLA 
16653,3N1CK3CE2SL221012,2026-02-01,,678,265870.32,602.64,2025,FLOTILLA 
16654,3N1CK3CE4SL227345,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16655,3N1CK3CE9SL227213,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16656,3N1CK3CE8SL227428,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16657,3N1CK3CE5SL227371,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16658,3N1CK3CE0SL227438,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16659,3N1CK3CEXSL227284,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16660,3N1CK3CE6SL227539,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16661,3N1CK3CE6SL227511,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16662,3N1CK3CE0SL227486,2026-02-01,,678,265870.33,964.22,2025,FLOTILLA 
16663,3N1CN8AE3SK630794,2026-02-01,,704,376740.81,768.55,2025,FLOTILLA 
16664,LSGHD52H3ND124890,2026-02-01,,652,145300.00,922.17,2022,SEMINUEVOS 
16665,3VWWP6BU2KM018912,2026-02-01,,670,192500.00,1221.73,2019,SEMINUEVOS 
16666,3N1CK3CE5SL227290,2026-02-01,,678,265870.33,903.96,2025,FLOTILLA 
16667,3N1CK3CE7SL207929,2026-02-01,,678,264080.45,598.58,2025,FLOTILLA 
16668,3N1CK3CE8SL207843,2026-02-01,,678,264080.45,598.58,2025,FLOTILLA 
16669,3N1CK3CEXSL207844,2026-02-01,,678,264080.45,239.43,2025,FLOTILLA 
16670,3N8CP5HE8SL470468,2026-02-01,,672,314100.00,1993.49,2025,SEMINUEVOS 
16671,3N8AP6HE9SL387614,2026-02-01,,672,412800.00,2619.90,2025,SEMINUEVOS 
16672,3N8CP5HE5PL578134,2026-02-01,,672,275500.00,187.34,2023,SEMINUEVOS 
16673,RN87511720260115,2026-02-01,,691,1295.59,1.83,2026,REFACC 
16674,RN87512820260115,2026-02-01,,691,18052.58,25.47,2026,REFACC 
16675,RN87512920260115,2026-02-01,,691,6674.57,9.42,2026,REFACC 
16676,RN87512720260115,2026-02-01,,691,342740.46,386.92,2026,REFACC 
16677,JN1BE6DS4L9039153,2026-02-01,,683,363200.00,2276.86,2020,SEMINUEVOS 
16678,JN1BE6DS3N9043150,2026-02-01,,683,435100.00,1168.97,2022,SEMINUEVOS 
16679,JN1BE6DS3L9039290,2026-02-01,,683,363200.00,2276.86,2020,SEMINUEVOS 
16680,JN1BE6DS5L9039212,2026-02-01,,683,363200.00,487.90,2020,SEMINUEVOS 
16681,3N1CK3CE8SL227381,2026-02-01,,678,265870.33,773.83,2025,FLOTILLA 
16682,3KPA34AC2ME421341,2026-02-01,,693,164600.00,892.33,2021,SEMINUEVOS 
16683,3N8AP6HE3TL367943,2026-02-01,,672,507560.97,1477.28,2026,NUEVO 
16684,3N8AP6HE2TL368176,2026-02-01,,672,507560.97,1477.28,2026,NUEVO 
16685,3N6AD35A9TK815626,2026-02-01,,682,438905.21,1081.95,2026,NUEVO 
16686,3N6AD31A8TK816059,2026-02-01,,682,439774.05,984.61,2026,NUEVO 
16687,3N6AD31A4TK816351,2026-02-01,,682,439774.05,1279.99,2026,NUEVO 
16688,RN87603820260116,2026-02-01,,691,5948.41,6.65,2026,REFACC 
16689,RN87604520260116,2026-02-01,,691,217.40,0.24,2026,REFACC 
16690,RN87576520260116,2026-02-01,,691,9812.32,10.97,2026,REFACC 
16691,RN87603220260116,2026-02-01,,691,5370.17,6.00,2026,REFACC 
16692,RN87603320260116,2026-02-01,,691,133290.65,148.99,2026,REFACC 
16693,RN87625220260116,2026-02-01,,691,22268.02,24.89,2026,REFACC 
16694,RN87603720260116,2026-02-01,,691,3570.31,2.99,2026,REFACC 
16695,RN87604320260116,2026-02-01,,691,34141.06,28.62,2026,REFACC 
16696,RN87604420260116,2026-02-01,,691,634149.90,708.84,2026,REFACC 
16697,RN87625320260116,2026-02-01,,691,18844.90,15.80,2026,REFACC 
16698,RN87695120260119,2026-02-01,,691,652.19,0.18,2026,REFACC 
16699,RN87695220260119,2026-02-01,,691,227.49,0.06,2026,REFACC 
16700,RN87694120260119,2026-02-01,,691,46365.47,12.96,2026,REFACC 
16701,RN87694220260119,2026-02-01,,691,6788.16,1.90,2026,REFACC 
16702,RN87731620260119,2026-02-01,,691,20179.13,5.64,2026,REFACC 
16703,RN87695420260119,2026-02-01,,691,9786.50,5.47,2026,REFACC 
16704,RN87693620260119,2026-02-01,,691,175019.36,97.82,2026,REFACC 
16705,RN87693720260119,2026-02-01,,691,31222.56,17.45,2026,REFACC 
16706,RN87727920260119,2026-02-01,,691,81586.51,45.60,2026,REFACC 
16707,JN8AT3MT7TW059747,2026-02-01,,706,710477.39,4453.90,2026,NUEVO 
16708,3N8AP6HE5SL420432,2026-02-01,,672,482601.25,3025.37,2025,NUEVO 
16709,3N8AP6HE1TL369898,2026-02-01,,672,507560.97,1022.74,2026,NUEVO 
16710,LSGHD52H0ND114995,2026-02-01,,652,145300.00,845.81,2022,SEMINUEVOS 
16711,MR0CX3DD3N1324375,2026-02-01,,667,297000.00,1595.88,2022,SEMINUEVOS 
16712,JTFAMHCP0N6005100,2026-02-01,,666,427700.00,2681.20,2022,SEMINUEVOS 
16713,MEX6A2606MT159448,2026-02-01,,687,160700.00,899.47,2021,SEMINUEVOS 
16714,JTFJM9CP7M6003090,2026-02-01,,666,397000.00,2488.75,2021,SEMINUEVOS 
16715,3N1CN8AE0SK591601,2026-02-01,,704,382400.00,2397.22,2025,SEMINUEVOS 
16716,3VWKP6BU1KM254904,2026-02-01,,670,181200.00,1135.92,2019,SEMINUEVOS 
16717,3N1CK3CE9SL227826,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16718,3N1CK3CE1SL227884,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16719,3N1CK3CE2SL227845,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16720,3N1CK3CE4SL227913,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16721,3N1CK3CE8SL227865,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16722,3N1CK3CE7SL227680,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16723,3N1CK3CE7SL227453,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16724,3N1CK3CE9SL227437,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16725,3N1CK3CE9SL227373,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16726,3N1CK3CE6SL227458,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16727,3N1CK3CE9SL227390,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16728,3N1CK3CE3SL227496,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16729,3N1CK3CE4SL227734,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16730,3N1CK3CE5SL227726,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16731,3N1CK3CE0SL227584,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16732,3N1CK3CE6SL227718,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16733,3N1CK3CE5SL227581,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16734,3N1CK3CE3SL227644,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16735,3N1CK3CE8SL227641,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16736,3N1CK3CEXSL227690,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16737,3N1CK3CE5SL227452,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16738,3N1CK3CE8SL227476,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16739,3N1CK3CE0SL227553,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16740,3N1CK3CE2SL227490,2026-02-01,,678,265870.33,535.73,2025,FLOTILLA 
16741,RN87811220260120,2026-02-01,,691,15292.37,4.27,2026,REFACC 
16742,RN87812820260120,2026-02-01,,691,1268.83,0.35,2026,REFACC 
16743,RN87812920260120,2026-02-01,,691,35429.58,9.90,2026,REFACC 
16744,RN87813020260120,2026-02-01,,691,326692.15,91.29,2026,REFACC 
16745,RN87822120260120,2026-02-01,,691,13191.43,18.43,2026,REFACC 
16746,3N1CK3CEXSL226197,2026-02-01,,678,285561.33,511.47,2025,FLOTILLA 
16747,3N1CK3CE7SL226366,2026-02-01,,678,285561.33,511.47,2025,FLOTILLA 
16748,3N1CK3CE6SL226388,2026-02-01,,678,285561.33,511.47,2025,FLOTILLA 
16749,RN87904620260121,2026-02-01,,691,10598.00,11.85,2026,REFACC 
16750,RN87837920260121,2026-02-01,,691,9140.15,10.22,2026,REFACC 
16751,RN87905220260121,2026-02-01,,691,42271.04,47.25,2026,REFACC 
16752,RN87905320260121,2026-02-01,,691,92111.73,102.96,2026,REFACC 
16753,RN88012320260122,2026-02-01,,691,4366.15,3.66,2026,REFACC 
16754,RN88012420260122,2026-02-01,,691,6965.31,5.84,2026,REFACC 
16755,RN88012920260122,2026-02-01,,691,13103.28,10.98,2026,REFACC 
16756,RN88013020260122,2026-02-01,,691,352810.31,295.77,2026,REFACC 
16757,RN88105820260123,2026-02-01,,691,37111.32,31.11,2026,REFACC 
16758,LSGEN53A7PD007477,2026-02-01,,684,219300.00,1374.77,2023,SEMINUEVOS 
16759,LSGEN53AXPD007683,2026-02-01,,684,219300.00,1374.77,2023,SEMINUEVOS 
16760,RN88198020260126,2026-02-01,,691,6279.10,1.75,2026,REFACC 
16761,RN88201520260126,2026-02-01,,691,2267.88,0.63,2026,REFACC 
16762,RN88221520260126,2026-02-01,,691,28014.00,7.83,2026,REFACC 
16763,RN88226620260126,2026-02-01,,691,23310.43,6.51,2026,REFACC 
16764,RN88301720260127,2026-02-01,,691,2502502.68,1398.62,2026,REFACC 
16765,3N1CN8AE0SL890841,2026-02-01,,704,346452.04,77.57,2025,FLOTILLA 
16766,3N8CP5HE6SL506299,2026-02-01,,672,429611.28,96.19,2025,NUEVO 
16767,3N8CP5HE9SL506698,2026-02-01,,672,429611.28,96.19,2025,NUEVO 
16768,MDHBD0FA8TG010042,2026-02-01,,677,352728.80,78.97,2026,NUEVO 
16769,MDHBD0FA5TG007535,2026-02-01,,677,369734.40,9.28,2026,NUEVO 
16770,MDHBD0FA8TG008226,2026-02-01,,677,369734.40,82.78,2026,NUEVO 
16771,MDHBD0FA0TG008723,2026-02-01,,677,352728.80,78.97,2026,NUEVO 
16772,MDHBD0FA0TG008690,2026-02-01,,677,352728.80,78.97,2026,NUEVO 
16773,3N8AP6HE4TL374805,2026-02-01,,672,540175.52,120.94,2026,NUEVO 
16774,3N8AP6HE8TL374242,2026-02-01,,672,483697.44,108.29,2026,NUEVO 
16775,3N8AP6HE5TL374571,2026-02-01,,672,540175.52,120.94,2026,NUEVO 
16776,3N8AP6HE8TL373768,2026-02-01,,672,483697.44,108.29,2026,NUEVO 
16777,3N8AP6HEXTL374825,2026-02-01,,672,483697.44,108.29,2026,NUEVO 
16778,3N8AP6HE6TL374420,2026-02-01,,672,483697.44,108.29,2026,NUEVO 
16779,3N8AP6HE0TL374901,2026-02-01,,672,507560.96,113.64,2026,NUEVO 
16780,3N6AD31A7TK818692,2026-02-01,,682,439774.04,98.46,2026,NUEVO 
16781,3N6AD31A8TK815106,2026-02-01,,682,439774.04,98.46,2026,NUEVO 
16782,3N6AD31A6TK817856,2026-02-01,,682,439774.04,98.46,2026,NUEVO 
16783,ML3ABT6J6RH004216,2026-02-01,,651,181500.00,1137.80,2024,SEMINUEVOS 
16784,ML3ABT6J7RH007142,2026-02-01,,651,181500.00,1137.80,2024,SEMINUEVOS 
16785,LSGKB5414PV000457,2026-02-01,,656,230100.00,1442.47,2023,SEMINUEVOS 
16786,LSGEN53A8PD026460,2026-02-01,,684,219300.00,1374.77,2023,SEMINUEVOS 
16787,LSGEN53A7PD031522,2026-02-01,,684,219300.00,1374.77,2023,SEMINUEVOS 
16788,LSGEN53A3RD004238,2026-02-01,,684,200600.00,1257.54,2024,SEMINUEVOS 
16789,LSGEN53A7RD008230,2026-02-01,,684,200600.00,1257.54,2024,SEMINUEVOS 
16790,LSGEN53A7RD012231,2026-02-01,,684,200600.00,1257.54,2024,SEMINUEVOS 
16791,ML3AFL6J8RH004674,2026-02-01,,680,199800.00,1252.52,2024,SEMINUEVOS 
16792,ML3AFL6J8RH004500,2026-02-01,,680,199800.00,1252.52,2024,SEMINUEVOS 
16793,3N1CN8AE2RK590704,2026-02-01,,704,228300.00,1431.19,2024,SEMINUEVOS 
16794,3N1CN8AE6RK590415,2026-02-01,,704,228300.00,1431.19,2024,SEMINUEVOS 
16795,3N1CN8AE9RL900017,2026-02-01,,704,228300.00,1380.07,2024,SEMINUEVOS 
16796,3N1CN8AE9RL910305,2026-02-01,,704,228300.00,1431.19,2024,SEMINUEVOS 
16797,93YHSCCX3PJ476531,2026-02-01,,659,235000.00,1473.19,2023,SEMINUEVOS 
16798,LZWLLNGL2RB022386,2026-02-01,,655,264400.00,1657.49,2024,SEMINUEVOS 
16799,LZWLLNGL3RB022025,2026-02-01,,655,264400.00,1657.49,2024,SEMINUEVOS 
16800,LZWLLNGL7RB016874,2026-02-01,,655,264400.00,1657.49,2024,SEMINUEVOS 
16801,LZWLLNGL4RB016878,2026-02-01,,655,264400.00,1657.49,2024,SEMINUEVOS 
16802,WVW3B4D22RT037265,2026-02-01,,705,226300.00,1418.65,2024,SEMINUEVOS 
16803,WVW3B4D25RT039849,2026-02-01,,705,226300.00,1418.65,2024,SEMINUEVOS 
16804,WVW3B4D2XRT040320,2026-02-01,,705,226300.00,1418.65,2024,SEMINUEVOS 
16805,WVW3B4D28RT040123,2026-02-01,,705,226300.00,1418.65,2024,SEMINUEVOS 
16806,JN8BT27T5NW131817,2026-02-01,,706,255500.00,1601.70,2022,SEMINUEVOS 
16807,JN8BT27T9MW129602,2026-02-01,,706,234500.00,1470.05,2021,SEMINUEVOS 
16808,3N6AD33B4SK807010,2026-02-01,,663,571200.00,3580.79,2025,SEMINUEVOS 
16809,MDHBD0FA5TG000780,2026-02-01,,677,397900.00,56.46,2026,SEMINUEVOS 
16810,3N1CK3CEXML210035,2026-02-01,,678,141800.00,888.93,2021,SEMINUEVOS 
16811,3N1AB7AD7KY384427,2026-02-01,,694,149600.00,100.48,2019,SEMINUEVOS 
16812,3N1AB8AEXPY205321,2026-02-01,,694,255600.00,1602.33,2023,SEMINUEVOS 
16813,MALA84BC3LM394132,2026-02-01,,664,131800.00,826.24,2020,SEMINUEVOS 
16814,3N1AB8AE5RY231974,2026-02-01,,694,281300.00,1763.44,2024,SEMINUEVOS 
16815,3N1CK3CE7SL216310,2026-02-01,,678,264080.45,295.62,2025,NUEVO 
16816,JN8CT3MT6TW011987,2026-02-01,,706,852216.03,4382.99,2026,FLOTILLA 
16817,JN6BE6CS0S9124551,2026-02-01,,701,548038.01,1715.66,2025,FLOTILLA 
16818,JN6BE6CS1S9124560,2026-02-01,,701,548038.01,1715.66,2025,FLOTILLA 
16819,JN6BE6CS0S9124582,2026-02-01,,701,548038.00,1470.57,2025,FLOTILLA 
16820,MBHWBA3S3RG542005,2026-02-01,,653,217400.00,1215.33,2024,SEMINUEVOS 
16821,1FDWF3G66KEF26591,2026-02-01,,661,446500.00,2496.06,2019,SEMINUEVOS 
16822,JN1BE6DS3L9036096,2026-02-01,,701,363200.00,1137.02,2020,SEMINUEVOS 
16823,ML3ABT6J6RH007777,2026-02-01,,651,181500.00,1014.64,2024,SEMINUEVOS 
16824,LSGKB5417NV002023,2026-02-01,,656,174200.00,973.83,2022,SEMINUEVOS 
16825,LSGEN53A6RD007649,2026-02-01,,684,200600.00,1121.41,2024,SEMINUEVOS 
16826,93Y1R5F54RJ741253,2026-02-01,,674,161000.00,900.03,2024,SEMINUEVOS 
16827,LZWLLNGL3PB057810,2026-02-01,,655,238200.00,1331.60,2023,SEMINUEVOS 
16828,LZWLLNGL5RB027114,2026-02-01,,655,264400.00,1478.07,2024,SEMINUEVOS 
16829,3N1CN8AE0RK590698,2026-02-01,,704,228300.00,1276.26,2024,SEMINUEVOS 
16830,3N1CN8AE2RK590699,2026-02-01,,704,228300.00,1276.26,2024,SEMINUEVOS 
16831,LSGHD52H0LD022623,2026-02-01,,652,124100.00,693.75,2020,SEMINUEVOS 
16832,JN1BE6DS5L9036701,2026-02-01,,683,363200.00,2030.39,2020,SEMINUEVOS 
16833,JTFAMHCP5L6002819,2026-02-01,,666,321400.00,1796.72,2020,SEMINUEVOS 
16834,JN1BE6DS2N9042233,2026-02-01,,683,435100.00,2432.33,2022,SEMINUEVOS 
16835,3N6AD35A8PK809841,2026-02-01,,682,279200.00,1560.81,2023,SEMINUEVOS 
16836,93Y1R4F54RJ764123,2026-02-01,,674,141700.00,792.14,2024,SEMINUEVOS 
16837,3N1CN8AEXSL890474,2026-02-01,,704,346452.05,1936.76,2025,FLOTILLA 
